session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,epoch_time,seconds_on_page,subsession_pk,auto_submitted
3,44,ouzs42u5,87,scale_after_scale,MyPage1,1586797318,12,93,False
3,44,ouzs42u5,88,scale_after_scale,MyPage2,1586797320,2,93,False
3,44,ouzs42u5,89,scale_after_scale,MyPage3,1586797323,3,93,False
3,44,ouzs42u5,90,scale_after_scale,MyPage4,1586797326,3,93,False
3,44,ouzs42u5,94,scale_after_scale,MyPage1,1586797355,29,94,False
3,44,ouzs42u5,95,scale_after_scale,MyPage2,1586797359,4,94,False
3,44,ouzs42u5,96,scale_after_scale,MyPage3,1586797363,4,94,False
3,44,ouzs42u5,97,scale_after_scale,MyPage4,1586797366,3,94,False
3,44,ouzs42u5,101,scale_after_scale,MyPage1,1586797391,25,95,False
3,44,ouzs42u5,102,scale_after_scale,MyPage2,1586797404,13,95,False
3,44,ouzs42u5,103,scale_after_scale,MyPage3,1586797417,13,95,False
3,44,ouzs42u5,104,scale_after_scale,MyPage4,1586797427,10,95,False
3,44,ouzs42u5,108,scale_after_scale,MyPage1,1586797457,30,96,False
3,44,ouzs42u5,109,scale_after_scale,MyPage2,1586797459,2,96,False
3,44,ouzs42u5,110,scale_after_scale,MyPage3,1586797464,5,96,False
3,44,ouzs42u5,111,scale_after_scale,MyPage4,1586797471,7,96,False
3,44,ouzs42u5,115,scale_after_scale,MyPage1,1586797498,27,97,False
3,44,ouzs42u5,116,scale_after_scale,MyPage2,1586797501,3,97,False
3,44,ouzs42u5,117,scale_after_scale,MyPage3,1586797507,6,97,False
3,44,ouzs42u5,118,scale_after_scale,MyPage4,1586797510,3,97,False
3,44,ouzs42u5,122,scale_after_scale,MyPage1,1586797519,9,98,False
3,44,ouzs42u5,123,scale_after_scale,MyPage2,1586797525,6,98,False
3,44,ouzs42u5,124,scale_after_scale,MyPage3,1586797527,2,98,False
3,44,ouzs42u5,125,scale_after_scale,MyPage4,1586797530,3,98,False
3,44,ouzs42u5,129,scale_after_scale,MyPage1,1586797540,10,99,False
3,44,ouzs42u5,130,scale_after_scale,MyPage2,1586797547,7,99,False
3,44,ouzs42u5,131,scale_after_scale,MyPage3,1586797559,12,99,False
3,44,ouzs42u5,132,scale_after_scale,MyPage4,1586797566,7,99,False
3,44,ouzs42u5,136,scale_after_scale,MyPage1,1586797575,9,100,False
3,44,ouzs42u5,137,scale_after_scale,MyPage2,1586797578,3,100,False
3,44,ouzs42u5,138,scale_after_scale,MyPage3,1586797585,7,100,False
3,44,ouzs42u5,139,scale_after_scale,MyPage4,1586797588,3,100,False
3,45,1ercqzju,1,scale_after_scale,Introduction,1586798064,426,81,False
3,46,nvvxa7mk,1,scale_after_scale,Introduction,1586798293,9,81,False
